Bahasa,Penilaian,Saran,Kategori,Tahun
id,3.6666666666666665,Layanan perpustakaan sudah sangat baik dan mendujung untuk mencari sumber atau resources,Perpustakaan,2023
id,3.0,memasang poster atau banner utk koleksi buku terbaru & rekomendasi buku yang menarik,Perpustakaan,2023
id,3.0,Sudah bagus,Perpustakaan,2023
id,4.0,Sudah baik dan sangat puas,Perpustakaan,2023
id,3.6666666666666665,Fasilitas dan layanan perpustakaan sudah baik.,Perpustakaan,2023
id,4.0,Pelayanan perpustakaan sangat memuaskan bagi mahasiswa,Perpustakaan,2023
id,4.0,Sudah sangat baik,Perpustakaan,2023
id,4.0,0,Perpustakaan,2023
id,3.0,Saya sangat terbantu menggunakan fasilitas perpustakaan untuk mendukung pembelajaran saya.,Perpustakaan,2023
id,3.3333333333333335,"Pelayanan dari perpustakaan sudah baik dan koleksi buku juga baik. Hanya saja, untuk novel sastra dan non sastra, kurang banyak",Perpustakaan,2023
id,3.3333333333333335,Karya sastra atu novel di perpustakaan perlu ditambah lebih banyak lagi.,Perpustakaan,2023
id,2.0,Tidak ada,Perpustakaan,2023
id,3.0,layanan yang diberikan oleh libraryan sudah baik dan sangat ramah dan buku-buku yang ada di perpustakaan sudah cukup lengkap.,Perpustakaan,2023
id,3.3333333333333335,"Bagi penjaga perpustakaan untuk lebih dapat tegas dan tidak memilih-milih dalam menegur oknum yang mengganggu di perpustakaan, contohnya saat beberapa oknum FK berisik tidak ditegur. Terimakasih",Perpustakaan,2023
id,3.0,meja belajar yg terdapat stop contact banyak yang tidak bisa digunakan,Perpustakaan,2023
id,4.0,Tidak ada,Perpustakaan,2023
id,3.3333333333333335,"Perpustakaan sangat baik. Namun, koleksi buku perlu di tambahkan.",Perpustakaan,2023
id,3.6666666666666665,Semakin banyak kerja sama dengan publisher luar dan dalam negeri sehingga mahasiswa mendapatkan kemudahan dalam akses ke e-book atau e-journal yang resmi.,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,3.0,Sudah cukup baik,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,4.0,Sudah cukup baik dan para staff sangat ramah.,Perpustakaan,2023
id,3.6666666666666665,Layanan perpustakaan sudah baik.,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,3.0,Tidak ada,Perpustakaan,2023
id,3.0,Buku diperpustakaan lumayan lengkap,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,3.0,lebih perbanyak jurnal-jurnal mengenai akuntansi,Perpustakaan,2023
id,3.0,Sangat baik,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,4.0,"Sudah sangat baik, terima kasih.",Perpustakaan,2023
id,2.6666666666666665,masa ke perpus harus login dlu,Perpustakaan,2023
id,2.0,"lebih gampang lgi dalam searching judul, karena judul yang di searching dan hasil tdk sama",Perpustakaan,2023
id,3.3333333333333335,Tidak ada,Perpustakaan,2023
id,4.0,.,Perpustakaan,2023
id,2.0,Baik,Perpustakaan,2023
id,3.0,Sudah berjalan dengan baik.,Perpustakaan,2023
id,3.0,Semakin ditingkatkan pelayanannya,Perpustakaan,2023
id,4.0,Lebih ditingkatkan layanan prima,Perpustakaan,2023
id,3.6666666666666665,Lebih dipermudah dalam mengakses layanan peminjaman dan perpanjangan buku secara online,Perpustakaan,2023
id,2.0,Akan lebih baik jika perpustakaan dapat dibuka sampai jam 9. Hal ini akan sangat membantu terkhususnya bagi mahasiswa tingkat akhir yang tinggal di dorm yang membutuhkan lingkungan kondusif untuk fokus dalam mengerjakan TA,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,3.3333333333333335,-,Perpustakaan,2023
id,2.6666666666666665,Kurang buku statistika,Perpustakaan,2023
id,4.0,Sudah bagus,Perpustakaan,2023
id,4.0,semoga perpus bisa lebih tenang dan dingin,Perpustakaan,2023
id,3.6666666666666665,Saya suka bagaimana pembaruan peminjaman buku dapat dilakukan setiap 2 minggu secara online. Saya sangat puas dengan layanan di perpustakaan,Perpustakaan,2023
id,4.0,Tidak ada,Perpustakaan,2023
id,3.6666666666666665,Tidak ada,Perpustakaan,2023
id,3.3333333333333335,-,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,3.3333333333333335,-,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,4.0,Tingkatkan,Perpustakaan,2023
id,2.0,library.uph.edu sering error dan ga bisa akses ebsco atau jstor,Perpustakaan,2023
id,3.0,uda bagus,Perpustakaan,2023
id,2.0,Peraturan dikurangi,Perpustakaan,2023
id,3.6666666666666665,Mohon akses ke eikon dan sciencedirect.com secara gratis.,Perpustakaan,2023
id,2.6666666666666665,"Selain hasil dari penelitian para akademisi dan lulusan UPH, perlu ditambahkan lebih banyak tulisan-tulisan, buku-buku dan makalah dari tulisan yang bagus dari luar negeri untuk menambah wawasan para pembacanya.",Perpustakaan,2023
id,2.6666666666666665,Terkadang untuk study room kotor dan beberapa kurang tegas terkait peraturan larangan makan dan aturan tenang di perpustakaan,Perpustakaan,2023
id,2.6666666666666665,Buku digitalnya masih terbatas,Perpustakaan,2023
id,4.0,Tidak Ada,Perpustakaan,2023
id,3.0,Koleksi dan referensi buku nya ditambahkan lagi..overall sudah memadai,Perpustakaan,2023
id,4.0,Untuk buku hukum tata negara koleksinya mungkin lebih ditambah lagi,Perpustakaan,2023
id,3.3333333333333335,Tidak ada,Perpustakaan,2023
id,3.6666666666666665,lebih baik lagi,Perpustakaan,2023
id,4.0,Sudah cukup baik,Perpustakaan,2023
id,3.6666666666666665,Sudah baik dan mohon ditambah buku buku mengenai teologi..,Perpustakaan,2023
id,3.0,Tidak ada,Perpustakaan,2023
id,1.6666666666666667,Tidak ada,Perpustakaan,2023
id,3.3333333333333335,"Sepertinya butuh tanda yang lebih besar untuk buku mengenai Pendidikan serta Pendidikan Kristen, karena saya masih kesulitan menemukannya",Perpustakaan,2023
id,3.6666666666666665,-,Perpustakaan,2023
id,3.0,Supaya ruangannya di tambah banyak,Perpustakaan,2023
id,4.0,Baik,Perpustakaan,2023
id,3.0,Tidak ada,Perpustakaan,2023
id,4.0,Sudah sangat baik. Tapi apabila alumni bisa mengakses repository akan lebih baik,Perpustakaan,2023
id,3.6666666666666665,Tidak ada sudah baik,Perpustakaan,2023
id,4.0,Tidak adaaa,Perpustakaan,2023
id,3.6666666666666665,Perbanyak buku bahasa Indonesia😊,Perpustakaan,2023
id,4.0,Tidak ada,Perpustakaan,2023
id,4.0,Sudah cukup bagus,Perpustakaan,2023
id,4.0,baik,Perpustakaan,2023
id,3.6666666666666665,tempat yang nyaman dan buku lumayan lengkap,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,4.0,tidak ada,Perpustakaan,2023
id,3.0,Baik,Perpustakaan,2023
id,4.0,Tidak ada sudah sangat cukup,Perpustakaan,2023
id,3.0,Tidak ada sudah baik,Perpustakaan,2023
id,3.0,"Mungkin untuk bookshelf bisa diberikan tulisan per section agar kita mengetahui kumpulan buku akutansi, manajemen, ataupun hukum.",Perpustakaan,2023
id,4.0,Semoga perpus dapat di bangun dan di lengkapi lagi,Perpustakaan,2023
id,3.6666666666666665,-,Perpustakaan,2023
id,2.0,Masih banyak yang mengunakan tempat duduk perpustakaan untuk tidur.  Sofa yang harusnya bisa digunakan 4-8 orang hanya digunakan opeh satu anak untuk tidur atau bermain game,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,2.6666666666666665,AC nya mungkin bisa dibuat lebih dingin,Perpustakaan,2023
id,4.0,Bagus,Perpustakaan,2023
id,4.0,Perpustakaan UPH Surabaya menurut saya sangat nyaman dan bersih,Perpustakaan,2023
id,2.6666666666666665,"bahan buku yang tersedia masih tergolong kurang, kalaupun ada bahan buku secara digital mungkin boleh diperkenalkan dan dipermudah aksesnya",Perpustakaan,2023
id,4.0,sudah sangat puas,Perpustakaan,2023
id,3.6666666666666665,Belum ada,Perpustakaan,2023
id,3.6666666666666665,Sngat puas,Perpustakaan,2023
id,3.0,"Bagi mahasiswa S3 lokasi perpustakaan di cikarang cukup jauh, mungkin bisa membuka layanan perpustakaan pembantu di semanggi",Perpustakaan,2023
id,4.0,Tidak ada,Perpustakaan,2023
id,4.0,Tambahkan ac spy lebih sejuk,Perpustakaan,2023
id,3.3333333333333335,Sudah bagus,Perpustakaan,2023
id,4.0,Sudah sangat baik,Perpustakaan,2023
id,2.6666666666666665,saran dari saya mungkin bisa ditingkatkan lagi tempat duduk di perpustakaan dan disediakan meja untuk menaruh buku / laptop.,Perpustakaan,2023
id,2.6666666666666665,Buku cetaknya mungkin bisa diperbanyak. Menurut saya ruangan perpustakaan kurang luas.,Perpustakaan,2023
id,2.6666666666666665,Lebih di perlebar lagi sih,Perpustakaan,2023
id,3.0,Tidak ada,Perpustakaan,2023
id,3.6666666666666665,Sofa duduk yang nyaman,Perpustakaan,2023
id,4.0,"Sangat baik, selalu terbuka bagi mahasiswanya",Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,4.0,layanan Perpustakaan sudah sangat baik,Perpustakaan,2023
id,4.0,Tidak ada,Perpustakaan,2023
id,2.6666666666666665,Di perbanyak lagi buku buku,Perpustakaan,2023
id,2.3333333333333335,"Saya mau menyarankan untuk tempat diskusi setidaknya diperbanyak kembali untuk teman"" yang tidak kebagian",Perpustakaan,2023
id,3.3333333333333335,Pustakawan sangat baik mau membantu mahasiswa untuk unggah repository dan mengecilkan turnitin.,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,3.0,Tidak ada,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,3.6666666666666665,Sudah bagus,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,3.6666666666666665,Terkait ruang kaca yang ada di perpus dapat diberikan ac karena sangat panas di dalam ruangan tersebut,Perpustakaan,2023
id,3.6666666666666665,nyaman buat istirahat menunggu jam mata kuliah selanjutnya,Perpustakaan,2023
id,2.0,alangkah baiknya apabila ditambah layanan seperti ruangan lagu,Perpustakaan,2023
id,3.6666666666666665,AC nya kadang kurang dingin,Perpustakaan,2023
id,4.0,Sangat nyaman untuk membuat tugas dan menunggukelas selanjutnya,Perpustakaan,2023
id,2.6666666666666665,-,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,3.0,Tidak ada,Perpustakaan,2023
id,2.6666666666666665,colokan nya kadang tidak berfungsi sehingga tidak efektif,Perpustakaan,2023
id,4.0,Tidak ada saran,Perpustakaan,2023
id,4.0,perpustakaan UPH Kampus Surabaya telah memberikan layanan yang ok. untuk area perpustakaan yang ada matrasnya mohon untuk dijaga lebih lagi kebersihannya atau berikan info kepada pengguna perpustakaan di area matras agar bisa menjaga kebersihan. untuk layanan sudah ok. Terima kasih!,Perpustakaan,2023
id,3.0,Aman,Perpustakaan,2023
id,2.6666666666666665,"Berharap di JO disediakan komputer yabg dikhususkan untuk nge-print, karena sering sulit terhubung antara printer & laptop pribadi karena pasang/sabut kabel printer ke laptop.",Perpustakaan,2023
id,4.0,"Tidak ada, karena saya merasa selama ini belajar di perpustakaan sudah cukup nyaman",Perpustakaan,2023
id,3.0,Bagi saya sudah nyaman untuk perpustakaan dari fasilitas,Perpustakaan,2023
id,4.0,Rapi bersih nyaman,Perpustakaan,2023
id,2.0,Tidak ada menurut saya fasilitas sangat memuaskan,Perpustakaan,2023
id,3.0,tambah buku,Perpustakaan,2023
id,4.0,cukup baik,Perpustakaan,2023
id,4.0,Perpustakaan sangat lengkap dan memudahkan dalam mencari jurnal dll,Perpustakaan,2023
id,3.0,Perlu di tambahkan buku nursing dengan bahasa Indonesia.,Perpustakaan,2023
id,2.0,untuk library digital perlu ditambah filter untuk mempermudah dalam pencarian,Perpustakaan,2023
id,3.0,Saya menemukan informasi yg saya cari,Perpustakaan,2023
id,2.0,"Saya menggunakan web perpus, dan sangat berat saat dibuka, mungkin perlu ada peremajaan website nya agar lebih ringan saat membukanya",Perpustakaan,2023
id,2.0,Sudah cukup puas,Perpustakaan,2023
id,4.0,Sangat nyaman untuk belajar,Perpustakaan,2023
id,3.0,Wi-Fi di library tidak memuaskan sama sekali karena selalu tidak bisa,Perpustakaan,2023
id,2.3333333333333335,-,Perpustakaan,2023
id,3.3333333333333335,memperbanyak tempat dan jam buka,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,3.3333333333333335,-,Perpustakaan,2023
id,1.6666666666666667,"- perpustakaan terlalu kecil (selalu penuh)
- charging port sedikit
- banyak mahasiswa yang hanya meletakkan barang di dalam study room tapi tidak ada orang
- study room kurang
- mahasiswa ribut",Perpustakaan,2023
id,2.0,perbanyak buku kedokteran,Perpustakaan,2023
id,3.0,tidak ada saran,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,3.3333333333333335,Bagus,Perpustakaan,2023
id,3.0,Tidak ada,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,3.0,.,Perpustakaan,2023
id,3.0,Mungkin lebih diperbanyak buku terbaru,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,4.0,Sudah baik,Perpustakaan,2023
id,2.0,Johanes oentoro library yang di fk agak sedikit panas,Perpustakaan,2023
id,3.6666666666666665,Ruangan nya semoga tambah lebih luas lagi,Perpustakaan,2023
id,3.0,Aman bagus,Perpustakaan,2023
id,3.0,Keren.,Perpustakaan,2023
id,3.0,menarik,Perpustakaan,2023
id,4.0,"Disederhanakan lagi untuk aksesnya di webnya, agar pengguna lebih gampang dan paham dalam menjalankannya.",Perpustakaan,2023
id,4.0,Sudah cukup baik,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,4.0,Semoga lebih baik lagi,Perpustakaan,2023
id,2.6666666666666665,"Peraturan seperti tidak boleh membawa makanan / minuman dan tidak berisik kurang diterapkan di perpustakaan. Masih banyak mahasiswa/i yang tidak mematuhi peraturan tersebut sehingga mengganggu proses belajar mahasiswa/i lainnya. Banyak juga yang melakukan meeting di perpustakaan yang juga menimbulkan keberisikan.

Saran saya adalah penerapan peraturan yang lebih ketat, dan untuk menerapkan sistem reservasi untuk menempati study room yang disediakan untuk para mahasiswa/i.",Perpustakaan,2023
id,3.0,tambah tempat belajar,Perpustakaan,2023
id,2.0,"koleksi buku perpustakaan sangat minim dan terbatas, tidak sebanyak kampus kampus lain",Perpustakaan,2023
id,3.0,Sudah baik tetapi lebih baik jika ada peraturan tegas karena perpustakaannya ramai,Perpustakaan,2023
id,3.6666666666666665,Tidak ada,Perpustakaan,2023
id,3.6666666666666665,Sangat membantu dalam mencari buku yang dibutuhkan,Perpustakaan,2023
id,3.0,bukunya lengkap,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,3.0,Sudah baik,Perpustakaan,2023
id,3.3333333333333335,-,Perpustakaan,2023
id,4.0,Bagus,Perpustakaan,2023
id,4.0,tidak ada,Perpustakaan,2023
id,2.0,"Beberapa buku tidak bisa diakses atau hanya diberi akses untuk dipinjam oleh anak ITC, sedangkan buku tersebut menjadi sumber utama dalam RPS yang dibagikan dosen. Hal ini mempersulit akses yang dibutuhkan.",Perpustakaan,2023
id,3.0,Sudah baik,Perpustakaan,2023
id,2.3333333333333335,Perlu meeting room lebih banyak,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,1.0,"Ruangan yang diberikan kurang dingin dan suhu tak menentu di berbagai lokasi, berikutnya untuk kenyamanan fasilitas jarang dibersihkan yang terlihat melalui sofa yang sudah kecoklatan dan terlihat jarang dibersihkan, tidak ada fasilitas wifi yang memadai dikarenakan kebanyakan mahasiswa kedokteran memakai perpustakaan dan study room untuk mengerjakan tugas secara online menggunakan laptop atau tablet, dan mengalami kesulitan mendapatkan signal apabila cukup ramai",Perpustakaan,2023
id,2.3333333333333335,"Ruangan agak panas pada saat siang hari
Mohon jendela diberikan tirai/gorden",Perpustakaan,2023
id,3.3333333333333335,-,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,4.0,Tidak ada,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,3.3333333333333335,Tidak ada,Perpustakaan,2023
id,3.6666666666666665,Saran: untuk koleksi buku cetaknya mungkin bisa diperbanyak lagi sehingga ada banyak opsi yang bisa kita pilih,Perpustakaan,2023
id,3.0,tidak ada,Perpustakaan,2023
id,3.3333333333333335,Perbanyak literatur pada bidang Farmasi,Perpustakaan,2023
id,3.6666666666666665,-,Perpustakaan,2023
id,3.0,Sejauh ini sudah bagus,Perpustakaan,2023
id,3.0,Lebih diperbanyak untuk stop kontak nya. Trims,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,4.0,sudah baik,Perpustakaan,2023
id,3.6666666666666665,Layanan perpustakaan sudah baik,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,2.3333333333333335,-,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,4.0,Sudah cukup.,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,3.3333333333333335,Semoga kedepannya makin banyak buku fiski seperti novel diperpus,Perpustakaan,2023
id,4.0,Nothing all good,Perpustakaan,2023
id,4.0,sangat baik dalam melayani,Perpustakaan,2023
id,4.0,sudah baik,Perpustakaan,2023
id,3.3333333333333335,-,Perpustakaan,2023
id,3.3333333333333335,Tempat sempit,Perpustakaan,2023
id,3.0,Good Job,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,4.0,Selalu terus semangat menjadi Pusat informasi mahasiswa,Perpustakaan,2023
id,3.0,Sudah cukup baik,Perpustakaan,2023
id,4.0,Buku-bukunya lumayan menarik dan membantu,Perpustakaan,2023
id,3.6666666666666665,Baik,Perpustakaan,2023
id,1.6666666666666667,"Study room di fk tolong diperbanyak 🙏🏻, study room yg mengarah ke mrin  panas/kurang teduh.",Perpustakaan,2023
id,4.0,"Sudah baik, mungkin koleksi buku teologi dengan berbahasa Inggris dan buku-buku yang berhubungan dengan pendidikan sekolah dasarbisa ditambahkan",Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,3.0,"Perlu ada perbaikan untuk tempat colokan, karena banyak kabel dan stopkontak yang rusak dan membahayakan penggunanya.",Perpustakaan,2023
id,4.0,"Sudah sangat baik, saran saya buku-buku terkait sastra dan bahasa diperbanyak lagi ya pak bu, untuk memfasilitasi kami dari prodi PBI. Terima kasih.",Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,3.0,.,Perpustakaan,2023
id,4.0,Perbanyak buku sastra dan sejarah Indonesia (Pramoedya Ananta Toer).,Perpustakaan,2023
id,4.0,Sangat membantu mahasiswa untuk mencari buku. Terima kasih Tim Perpustakaan,Perpustakaan,2023
id,3.6666666666666665,-,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,3.0,Semakin banyak yang dapat di akses,Perpustakaan,2023
id,3.6666666666666665,-,Perpustakaan,2023
id,3.6666666666666665,Diperbanyak koleksi hukumnya terutama tentang property dan dari negara2x lain jika ada yg beraliran civil law maupun common law,Perpustakaan,2023
id,2.0,Perlu menambah internatiinal reference,Perpustakaan,2023
id,4.0,"Dibuat sistem dimana buku yang ada di Perpustakaan Johannes Oentoro dapat dipinjam via Perpustakaan di Semanggi Campus tanpa harus kita ke Karawaci, mungkin bisa dengan sistem pengantaran dari Karawaci ke Semanggi dengan pengguna perpustakaan melakukan pemesanan terlebih dahulu, dan sebaliknya pengembalian buku yang dipinjam di Perpustakaan Johannes Oentoro dapat dikembalikan via Semanggi Campus saja",Perpustakaan,2023
id,3.3333333333333335,Penambahan buku dan fasilitas khususnya di UPH Semanggi,Perpustakaan,2023
id,3.0,Tingkatkan koleksi buku para tokoh hukum pidana,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,1.3333333333333333,NIM saya tidak terdaftar untuk akses /download jurnal2 yg saya perlukan utk tugas kuliah,Perpustakaan,2023
id,2.6666666666666665,Sejauh ini perpustakan yang saya kunjugi cukup membuat saya nyaman untuk belajar namun terkadang saya ingin sekali ada ruangan kecil yang cukup untuk masing-masing orang atau perorang dalam satu ruangan heheh🙏,Perpustakaan,2023
id,3.6666666666666665,Perpustakaan digital kurang user-friendly.,Perpustakaan,2023
id,2.0,Nama saya belum terdaftar pada perpustakaan UPH pada waktu saya hendak mengakses e-book dan e-jurnal di perpustakaan UPH.,Perpustakaan,2023
id,3.6666666666666665,Untuk port listrik banyak yang mati,Perpustakaan,2023
id,2.6666666666666665,Layanan perpustakaan diakses via online dan cukup baik,Perpustakaan,2023
id,3.3333333333333335,_,Perpustakaan,2023
id,2.0,-,Perpustakaan,2023
id,4.0,Tambah bukunya,Perpustakaan,2023
id,3.3333333333333335,sudah sangat baik dalam melayani mahasiswa,Perpustakaan,2023
id,2.6666666666666665,"Mungkin buku tentang musik yang berhubungan dengan teknik perekaman, teknik pencampuran, teknik akustik ruang dan alat musik itu sendiri dapat diperbanyak.",Perpustakaan,2023
id,4.0,Tidak ada,Perpustakaan,2023
id,4.0,Sudah bagus dan lengkap,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,4.0,tidak ada,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,4.0,sejauh ini sudah cukup baik,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,1.6666666666666667,"Layanan perpustakaan dalam bentuk digital perlu ditingkatkan lagi, karena beberapa literatur tidak ada",Perpustakaan,2023
id,4.0,Tidak ada,Perpustakaan,2023
id,3.3333333333333335,Semoga buku nya lebih banyak lagi,Perpustakaan,2023
id,2.0,Ketertiban saat di perpustakaan,Perpustakaan,2023
id,2.6666666666666665,Ruang belajar lt.2 bisa diperbaiki lampu & AC nya,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,4.0,Jangan ada denda,Perpustakaan,2023
id,4.0,Baik,Perpustakaan,2023
id,4.0,terus di tingkatkan dan pertahankan,Perpustakaan,2023
id,3.3333333333333335,Sudah sangat bagus mungkin saja lebih ditingkatkan,Perpustakaan,2023
id,2.6666666666666665,Jumlah buku yang sama mohon diperbanyak,Perpustakaan,2023
id,3.6666666666666665,tidak ada,Perpustakaan,2023
id,4.0,Sudah baik,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,3.6666666666666665,Semoga ruang belajar yang bersekat dapat semakin diperbanyak..,Perpustakaan,2023
id,4.0,Sangat bagus,Perpustakaan,2023
id,2.0,Bagus,Perpustakaan,2023
id,3.6666666666666665,Sudah baik,Perpustakaan,2023
id,4.0,sudahsangat baik dan nyaman,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,2.6666666666666665,Perbanyak buku musik,Perpustakaan,2023
id,3.0,Ditambah lagi koleksi bukunya,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,2.0,"Sudah bagus, tempat nyaman.",Perpustakaan,2023
id,2.6666666666666665,"Buku kurang update dan buku kurang diperhatikan kebersihannya (berdebu) dan kurang tegas kepada orang yang meminjam buku dengan tidak bertanggung jawab (mis.mencoret buku, melipat, dll), sebaiknya petugas perpus memeriksa kondisi buku ketika dikembalikan.",Perpustakaan,2023
id,4.0,"Sudah sangat baik, saran saya study room diperbanyak",Perpustakaan,2023
id,2.3333333333333335,Lebih banyak lagi variasi dari buku yang diberikan.,Perpustakaan,2023
id,4.0,Sudah didesain sesuai kebutuhan mahasiswa dan dosen.,Perpustakaan,2023
id,3.0,Saran untuk memperbanyak buku mengenai pembelajaran Bahasa Indonesia. Terima kasih.,Perpustakaan,2023
id,3.3333333333333335,Di sediakan ruangan komputernya dan ruangan meeting khusus,Perpustakaan,2023
id,2.3333333333333335,Lebih di perbanyak tempat untuk berdiskusi,Perpustakaan,2023
id,3.0,Tempatnya nyaman dan enak buat duduk sambil ngerjain tugas,Perpustakaan,2023
id,3.6666666666666665,Sejauh ini sudah sangat baik,Perpustakaan,2023
id,3.0,mungkin lebih dipertegas kembali mengenai ketenangan saat di perpustakaan,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,3.3333333333333335,Memperbanyak buku tentang sastra,Perpustakaan,2023
id,2.6666666666666665,Jumlah/referensi nya kurang banyak hehe,Perpustakaan,2023
id,3.0,Saran saya semoga kedepannya ada fasilitas komputer yang dapat memadai dan dapat digunakan oleh mahasiswa,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,3.3333333333333335,-,Perpustakaan,2023
id,4.0,Perbanyak koleksi buku teologi terbaru guna pengerjaan paper.,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,4.0,sudah baik,Perpustakaan,2023
id,3.0,Good,Perpustakaan,2023
id,4.0,Tidak ada,Perpustakaan,2023
id,3.0,Tidak ada,Perpustakaan,2023
id,4.0,",",Perpustakaan,2023
id,4.0,perpustakaan sudah cukup baik dan nyaman,Perpustakaan,2023
id,3.6666666666666665,Pelayanan dari tim perpustakaan sangat responsif dan sangat membantu mahasiswa.,Perpustakaan,2023
id,3.0,"Ruangan study room seringkali pengap, panas, dan bau",Perpustakaan,2023
id,3.6666666666666665,-,Perpustakaan,2023
id,3.6666666666666665,Mungkin bisa menambahkan koleksi novel,Perpustakaan,2023
id,4.0,"Menurut saya pelayanan nya sangat bagus, perpustakaan tertata rapi",Perpustakaan,2023
id,2.6666666666666665,"Terkait dengan fasilitas sudah cukup namun bisa ditambahkan kursi beruoa bean bag, atau study room buat belajar bersama. Terkait dengan penggunaan form ketika masuk kedalan lap, bisa di sadankan agar masuk dengan menggunkan KTM sehingga tidak perlu mengisi form sebelum masuk kedalam lab",Perpustakaan,2023
id,4.0,sudah sangat memfasilitasi mahasiswa,Perpustakaan,2023
id,1.0,"Lemot banget website perpusnya bikin males dibuka. Berbeda dengan web perpus lain yang lebih ringan dibuka, ga lemot dan lebih mudah diakses sehingga mahasiswa ga males buka web tsb",Perpustakaan,2023
id,2.6666666666666665,buku-buku di-update lagi. buku-bukunya terbitan lama.,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,4.0,-,Perpustakaan,2023
id,4.0,Sangat baik dan nyaman untuk membaca buku,Perpustakaan,2023
id,3.0,Tidak ada,Perpustakaan,2023
id,2.3333333333333335,"Saya sarankan untuk menambah referensi buku bacaan dari tahun terbaru, agar mahasiswa juga bisa memakai buku-buku dengan tahun keluaran terbaru",Perpustakaan,2023
id,2.6666666666666665,Sudah bagus untuk pelayananya,Perpustakaan,2023
id,4.0,sudah cukup bagus,Perpustakaan,2023
id,4.0,Sangat bagus,Perpustakaan,2023
id,4.0,Sudah baik,Perpustakaan,2023
id,3.0,-,Perpustakaan,2023
id,3.3333333333333335,Beberapa buku di perpustakaan tahun terbitnya sudah lebih dari 10 tahun mungkin bisa di perbanyak dengan tehun terbit yang terbaru,Perpustakaan,2023
id,4.0,"Sudah sangat baik, tempatnya kondusif untuk belajar",Perpustakaan,2023
id,2.6666666666666665,Perbanyak komputer yang dapat digunakan saat belajar di perpustakaan,Perpustakaan,2023
id,2.3333333333333335,Tidak ada,Perpustakaan,2023
id,2.0,Trimakasih,Perpustakaan,2023
id,3.6666666666666665,Perpustakaan sudah memberikan kenyamanan dan fasilitas seperti buku yang diperlukan oleh mahasiswa dengan baik namun terkadang mahasiswa sering mengalami kesulitan dalam mencari buku yang diperlukan karena terkadang ada buku yang peletakannya tidak pada tempatnya,Perpustakaan,2023
id,3.0,Ga ada si,Perpustakaan,2023
id,3.0,"Saya suka dengan perpus UPH, beberapa kali belajar disana mengerjakan tesis, tempatnya kondusif untuk belajar.",Perpustakaan,2023
